3.000000000000000000e+00,7.062999999999999723e+00,4.206722466494289492e+00,2.919675862635487817e+01
3.000000000000000000e+00,9.053000000000000824e+00,5.158941169943617844e+00,4.478719346505154419e+01
1.000000000000000000e+00,2.095000000000000195e+00,4.885563781836130381e+00,4.985148165848415402e+01
1.000000000000000000e+00,9.602999999999999758e+00,4.656198670779861715e+00,3.805279576688749898e+01
3.000000000000000000e+00,5.270000000000000240e-01,9.695421830204669078e+00,7.692859492056500414e+01
2.000000000000000000e+00,7.209999999999999742e-01,5.480278628210121461e+00,4.257280264020180027e+01
5.000000000000000000e+00,3.109999999999999876e+00,4.793226512292367403e+00,3.388393995991076224e+01
3.000000000000000000e+00,5.899999999999999689e-01,5.294583877780877579e+00,3.522779051221309032e+01
2.000000000000000000e+00,3.560999999999999943e+00,4.351780305921005620e+00,2.970592609005198170e+01
2.000000000000000000e+00,8.699999999999999400e-02,4.081270735310360998e+00,3.844034437162554241e+01
3.000000000000000000e+00,4.501000000000000334e+00,3.440215005605776977e+00,3.058217112624823031e+01
2.000000000000000000e+00,2.462000000000000188e+00,3.905249279047217303e+00,2.806735427500459679e+01
1.000000000000000000e+00,1.635000000000000009e+00,2.768834154985192253e+00,2.049574248086959116e+01
1.000000000000000000e+00,7.509999999999999787e+00,1.836131316386969914e+00,1.939851270632297187e+01
3.000000000000000000e+00,6.958000000000000185e+00,3.136247970985298839e+00,1.996795985105327986e+01
3.000000000000000000e+00,1.542999999999999927e+00,1.697531643139411628e+00,1.372648568689593240e+01
2.000000000000000000e+00,4.581999999999999851e+00,1.277340074181933183e+00,8.231667030638629257e+00
1.000000000000000000e+00,9.117000000000000881e+00,3.009663307008884292e+00,2.533917725163471601e+01
2.000000000000000000e+00,8.820999999999999730e+00,1.873727483611717481e+00,1.541695588930439875e+01
2.000000000000000000e+00,1.733999999999999986e+00,5.546391640727884820e+00,3.423146039194648438e+01
2.000000000000000000e+00,5.721000000000000085e+00,2.522838225461148554e+00,1.649015787962765245e+01
1.000000000000000000e+00,7.120000000000000107e+00,4.661781395360316438e+00,4.446707830849163656e+01
1.000000000000000000e+00,6.772000000000000242e+00,4.563889837611056599e+00,3.976639643535841628e+01
2.000000000000000000e+00,2.000000000000000042e-02,2.114700372805244033e+00,1.617005153199823653e+01
1.000000000000000000e+00,8.692000000000000171e+00,1.991460201382033723e+00,2.473882282067840777e+01
1.000000000000000000e+00,4.849000000000000199e+00,3.060962988647581984e+00,3.176399109140023569e+01
2.000000000000000000e+00,3.649999999999999911e+00,2.280293038472866129e+00,2.292564625008614243e+01
2.000000000000000000e+00,3.609999999999999876e-01,2.577029513327039112e+00,1.760025852990296613e+01
2.000000000000000000e+00,7.730000000000000426e+00,1.911403725898298989e+00,2.625935805520568422e+01
2.000000000000000000e+00,8.592999999999999972e+00,4.007012290066111149e+00,3.570728838581661080e+01
3.000000000000000000e+00,1.191000000000000059e+00,4.462936628550801643e+00,3.804385148615475032e+01
2.000000000000000000e+00,5.137999999999999901e+00,3.180646756805211250e+00,3.522031483719343470e+01
2.000000000000000000e+00,8.500000000000000611e-02,3.150885181820092917e+00,2.540128293217899369e+01
2.000000000000000000e+00,1.500000000000000000e+00,1.592688771115444712e+00,1.383517517584264667e+01
3.000000000000000000e+00,1.580000000000000071e+00,3.417939908128831306e+00,3.020567013652497224e+01
2.000000000000000000e+00,6.354000000000000092e+00,3.233689980304439882e+00,2.369088377119328825e+01
2.000000000000000000e+00,4.232000000000000206e+00,5.123120934320109399e+00,5.572399577299421480e+01
2.000000000000000000e+00,4.123999999999999666e+00,2.935458217181123430e+00,3.074611366295286174e+01
2.000000000000000000e+00,6.727000000000000313e+00,5.844129226946938260e+00,5.398531281618972599e+01
2.000000000000000000e+00,3.750000000000000000e-01,1.285181256027764718e+01,1.562108071996538854e+02
2.000000000000000000e+00,3.599999999999999728e-02,3.407143981813155253e+00,3.410196179336284672e+01
2.000000000000000000e+00,2.931999999999999940e+00,2.459609130027784030e+00,2.186952176361651112e+01
2.000000000000000000e+00,7.437999999999999723e+00,1.348609032059763679e+00,1.358587663023691228e+01
2.000000000000000000e+00,7.814000000000000057e+00,3.503303243689365853e+00,3.766521138695664206e+01
2.000000000000000000e+00,9.923999999999999488e+00,7.668989207011503773e+00,7.397045066097599886e+01
2.000000000000000000e+00,5.591999999999999638e+00,5.509952455111552183e+00,6.196765914295747990e+01
2.000000000000000000e+00,5.219999999999999751e+00,9.360600662163492958e-01,1.173605385483087282e+01
1.000000000000000000e+00,5.200999999999999623e+00,3.828046604146100318e-01,1.000573533045634100e+01
1.000000000000000000e+00,3.089999999999999858e+00,7.640118460019708303e-04,3.287689935167740357e-02
